PHOTOS : Deadly wildfires rage in California https://t.co/td9xT3vXOL https://t.co/OimwAncLew	N , A N N P ^ U U	PHOTOS: Deadly wildfires rage in California https://t.co/td9xT3vXOL https://t.co/OimwAncLew
RT @VanuatuHumans : Shutters blown trees down http://t.co/t8LOZCci9f http://t.co/hWChYXb7rR @28storms #PortVila #Vanuatu #TCPam #WX	~ @ ~ N V N R U U @ # # # #	RT @VanuatuHumans: Shutters blown trees down  http://t.co/t8LOZCci9f  http://t.co/hWChYXb7rR @28storms  #PortVila   #Vanuatu  #TCPam   #WX
Extremely powerful #cyclone has hit capital of Vanuatu , Port Vila , raising fears of mass devastation : http://t.co/BUVN6RZNqS #CyclonePam	R A N V V N P ^ , ^ ^ , V N P N N , U #	Extremely powerful #cyclone has hit capital of Vanuatu, Port Vila, raising fears of mass devastation: http://t.co/BUVN6RZNqS #CyclonePam
Public Works Dept starting to clear roads to get to injured #TCPam #CyclonePam	A N N V P A N P V P V # #	Public Works Dept starting to clear roads to get to injured #TCPam #CyclonePam
https://t.co/bQkCsJqoLl #VIDEO : #Cyclone #Pam causes heavy damage in #PortVila , #Vanuatu | 14 03 2015 #CyclonePam @weatherchannel	U # , ^ ^ V A N P ^ , ^ G $ $ $ # @	https://t.co/bQkCsJqoLl #VIDEO:  #Cyclone #Pam causes heavy damage in #PortVila, #Vanuatu | 14 03 2015 #CyclonePam  @weatherchannel
https://t.co/fhCZLFEmjI #VIDEO : #Cyclone #Pam causes heavy #damage in #PortVila , #Vanuatu | 14 03 2015 #CyclonePam #AskAnsel #AusGP	U # , ^ ^ V A N P ^ , ^ G $ $ $ # # #	https://t.co/fhCZLFEmjI  #VIDEO:  #Cyclone #Pam causes heavy #damage in #PortVila, #Vanuatu | 14 03 2015 #CyclonePam  #AskAnsel #AusGP
https://t.co/jeC6dQY3Qk RAW #VIDEO : #Cyclone #Pam made #landfall in #PortVila , #Vanuatu | 14 03 2015 #CyclonePam Unbelievable #destruction	U A N , ^ ^ V N P ^ , ^ G $ $ $ # A N	https://t.co/jeC6dQY3Qk RAW #VIDEO: #Cyclone #Pam made #landfall in #PortVila, #Vanuatu | 14 03 2015 #CyclonePam  Unbelievable #destruction
To everyone following this , just heard from my dad after #CyclonePam . Damage to property is devastating but he's safe .	P N V O , R V P D N P ^ , N P N V A & L A ,	To everyone following this, just heard from my dad after #CyclonePam. Damage to property is devastating but he's safe.
#Vanuatu , #Tanna -corrugated iron houses destroyed , concrete buildings lost roofs , trees ripped out http://t.co/gJ7RkS4ZuC #TCPam #hmrd via ^	^ , ^ A N N V , A N V N , N V T U # # P G	#Vanuatu, #Tanna-corrugated iron houses destroyed, concrete buildings lost roofs, trees ripped out http://t.co/gJ7RkS4ZuC #TCPam #hmrd via ^
Our thoughts are with those affected by #CyclonePam , please share our resources on flood damage . http://t.co/MVflheOSz9	D N V P O V P ^ , V V D N P N N , U	Our thoughts are with those affected by #CyclonePam, please share our resources on flood damage. http://t.co/MVflheOSz9
Sky News : ' Monster ' Cyclone Pam Damaged 90% Of Buildings http://t.co/HMTxiSmLY7	^ ^ , , ^ , ^ ^ V $ P N U	Sky News : 'Monster' Cyclone Pam Damaged 90% Of Buildings http://t.co/HMTxiSmLY7
#LatestNews Vanuatu leader says ' monster ' cyclone has ' wiped out ' island's development - VIDEO : Dozensï¿½ï¿½_ http://t.co/clM61Pg9Pt by @foxnews	# ^ N V , N , ^ V , V T , ^ N , N , ^ U P @	#LatestNews Vanuatu leader says 'monster' cyclone has 'wiped out' island's development - VIDEO: Dozensï¿½ï¿½_ http://t.co/clM61Pg9Pt by @foxnews
' Monster ' Cyclone Pam Damaged 90% Of Buildings : 16 March 2015 , 5:40 ' Monster ' Cyclone Pam Damaged 90% Of Buildingsï¿½ï¿½_ http://t.co/VQHn5CHSBu	, ^ , ^ ^ V $ P N , $ ^ $ , $ , ^ , ^ ^ V $ P ^ U	'Monster' Cyclone Pam Damaged 90% Of Buildings: 16 March 2015, 5:40 'Monster' Cyclone Pam Damaged 90% Of Buildingsï¿½ï¿½_ http://t.co/VQHn5CHSBu
#CyclonePam destroys/damages 90% of Vanuatu's infrastructure - more on UCB UK with @radiostevebest & @MrJezly next http://t.co/3mo0mxvbIW	# V $ P Z N , A P ^ ^ P @ & @ R U	#CyclonePam destroys/damages 90% of Vanuatu's infrastructure - more on UCB UK with @radiostevebest &amp; @MrJezly next http://t.co/3mo0mxvbIW
Vanuatu Cyclone : Pam ' wiped Out ' Development - Bbc News : Cyclone Pam has " wiped out " development in Vanuatu , i ... http://t.co/5AEtwtv2Ko	^ ^ , ^ , V T , N , ^ ^ , ^ ^ V , V T , N P ^ , O ~ U	Vanuatu Cyclone: Pam 'wiped Out' Development - Bbc News: Cyclone Pam has "wiped out" development in Vanuatu, i... http://t.co/5AEtwtv2Ko
A cyclone has near-destroyed Vanuatu . THIS is what #climate inaction means . This is what climate change does . http://t.co/jBmXO2oXPv	D N V P ^ , O V O N N V , O V O N N V , U	A cyclone has near-destroyed Vanuatu. THIS is what #climate inaction means. This is what climate change does. http://t.co/jBmXO2oXPv
My cousin just sent me these pictures . The entire bhaktpur durbar square is no more ! #Kathmandu #earthquake http://t.co/bDU0qpaeqt	D N R V O D N , D A N N N V D N , # # U	My cousin just sent me these pictures.The entire bhaktpur durbar square is no more! #Kathmandu #earthquake http://t.co/bDU0qpaeqt
#Kathmandu's Tribhuvan Airport is currently closed due to #lEarthquake . #Nepal airspace deserted . http://t.co/5ZetCcjDM9 via @OnlyGCX	# ^ ^ V R V A P ^ , # N A , U P @	#Kathmandu's Tribhuvan Airport is currently closed due to #lEarthquake. #Nepal airspace deserted. http://t.co/5ZetCcjDM9 via  @OnlyGCX
Felt the Kathmandu earthquake here in Dengboche . Really strong . One wall and the ceiling collapsed on our guesthouse . Nobody got injured .	V D ^ N R P ^ , R A , $ N & D N V P D N , N V V ,	Felt the Kathmandu earthquake here in Dengboche. Really strong. One wall and the ceiling collapsed on our guesthouse. Nobody got injured.
What an unspeakable tragedy ... Before / After pictures of the Dharahara Tower in Kathmandu ... #NepalQuake http://t.co/PSF04UZYbP	O D A N , P , P N P D ^ ^ P ^ , # U	What an unspeakable tragedy...  Before / After pictures of the Dharahara Tower in Kathmandu...  #NepalQuake http://t.co/PSF04UZYbP
#NepalQuake | Deep Kumar Upadhyay , Nepal's ambassador to India , says Airport's now open	# G A ^ ^ , Z N P ^ , V Z R V	#NepalQuake | Deep Kumar Upadhyay, Nepal's ambassador to India, says Airport's now open
3Novices : Nepal quake : Flights to Kathmandu put on hold http://t.co/zD0EhNvQs0 Budget carrier SpiceJet and IndiGo have also decided not toï¿½ï¿½_	^ , ^ N , N P ^ V P N U N N N & ^ V R V R G	3Novices:Nepal quake: Flights to Kathmandu put on hold http://t.co/zD0EhNvQs0 Budget carrier SpiceJet and IndiGo have also decided not toï¿½ï¿½_
#NepalEarthquake Tribhuvan Int . Arprt #Kathmandu closed 4 operations flights diverted but run way n safe condition http://t.co/tAQ2n3OB2Q	# ^ ^ , ^ ^ A P N N V & V N & A N U	#NepalEarthquake Tribhuvan Int. Arprt #Kathmandu closed 4 operations flights diverted  but run way n safe condition http://t.co/tAQ2n3OB2Q
KTM Durbar Square before and after . The 2 structures on the left are now the rubble below . #Nepal #NepalEarthquake http://t.co/jk1Ii0MnNv	^ ^ ^ P & R , D $ N P D N V R D N P , # # U	KTM Durbar Square before and after. The 2 structures on the left are now the rubble below. #Nepal #NepalEarthquake http://t.co/jk1Ii0MnNv
@gauravcsawant Has Kathmandu airport reopened ? If not , where and how will that huge plane land ?	@ V ^ N V , P R , R & R V D A N N ,	@gauravcsawant  Has Kathmandu airport reopened? If not, where and how will that huge plane land?
Strong earthquake hits #Nepal's capital of #Kathmandu , reports of houses damaged	A N V ^ N P ^ , N P N V	Strong earthquake hits #Nepal's capital of #Kathmandu, reports of houses damaged
The Popular Tower of Nepal named DHARDHARA TOWER fell because of the EARTHQUACKKK .....	D A N P ^ V ^ ^ V P P D ^ ,	The Popular Tower of Nepal named DHARDHARA TOWER fell because of the EARTHQUACKKK.....
#TNN :: Kathmandu earthquake leaves buildings in ruins as death toll rises - video http://t.co/k7Q6nHJluo	# G ^ N V N P N P N N V , N U	#TNN :: Kathmandu earthquake leaves buildings in ruins as death toll rises - video http://t.co/k7Q6nHJluo
#Earthquake | Several buildings including ancient temples collapse in #Kathmandu | READ | http://t.co/Gnd4mttKlg http://t.co/UgNeoxHoE1	^ G A N V A N N P ^ G V G U U	#Earthquake | Several buildings including ancient temples collapse in #Kathmandu | READ | http://t.co/Gnd4mttKlg http://t.co/UgNeoxHoE1
That's good news . RT @kundadixit #Kathmandu airport now open . #NepalQuake	L A N , ~ @ ^ N R V , #	That's good news. RT @kundadixit #Kathmandu airport now open. #NepalQuake
@reenaabbasi : As of now , flights from Kathmandu to Delhi are operational . Please check flight status here : http://t.co/AD6nNbYGkT	@ ~ P P R , N P ^ P ^ V A , V V N N R , U	@reenaabbasi : As of now, flights from Kathmandu to Delhi are operational. Please check flight status here: http://t.co/AD6nNbYGkT
Quake Update : Kathmandu airport shut , flights from India cancelled Read here : http://t.co/4Dc1S1UNXb http://t.co/5cRaglSYBF	^ N , ^ N V , N P ^ V V R , U U	Quake Update: Kathmandu airport shut, flights from India cancelled  Read here: http://t.co/4Dc1S1UNXb http://t.co/5cRaglSYBF
@AlwaysActions : Chinaï¿½Ûªs #Tibet severely affected by #NepalEarthquake ; houses collapsed , communications cut off #Nepal http://t.co/G8S2D8aopv	@ ~ ^ # R V P ^ , N V , N N P # U	@AlwaysActions: Chinaï¿½Ûªs #Tibet severely affected by #NepalEarthquake; houses collapsed, communications cut off #Nepal http://t.co/G8S2D8aopv
Kathmandu earthquake leaves buildings in ruins as death toll rises - video http://t.co/cZpiyKxI12	^ N V N P N P N N V , N U	Kathmandu earthquake leaves buildings in ruins as death toll rises - video http://t.co/cZpiyKxI12
Patan durbar square is in ruins . Famous temples , including the Krishna temple reportedly destroyed . #KathmanduEarthquake	^ ^ ^ V P N , A N , V D ^ ^ R V , #	Patan durbar square is in ruins. Famous temples, including the Krishna temple reportedly destroyed. #KathmanduEarthquake
Great with the airport , help can get there #NepalQuake https://t.co/onEnEYYqkP	A P D N , V V V R # U	Great with the airport, help can get there #NepalQuake https://t.co/onEnEYYqkP
3Novices : After Massive 7.9 Earthquake , Flights to Kathmandu Put on Hold Indian domestic airlines have put on hold their services to Kathmanï¿½ï¿½_	^ , P A $ N , N P ^ V P ^ ^ A N V V P V D N P ^	3Novices:After Massive 7.9 Earthquake, Flights to Kathmandu Put on Hold Indian domestic airlines have put on hold their services to Kathmanï¿½ï¿½_
New post : " Buildings Are Down And Roads Are Out After Major Nepal Earthquake , Cnn Sister Network Cnn-Ibn ... " http://t.co/EwqiIH0wtf	A N , , N V R & ^ V P P ^ ^ ^ , ^ N N G ~ , U	New post: "Buildings Are Down And Roads Are Out After Major Nepal Earthquake, Cnn Sister Network Cnn-Ibn ..." http://t.co/EwqiIH0wtf
Flights to Kathmandu put on hold - NewsroomPost https://t.co/oR6uKuOhOf via @sharethis #IndiaWithNepal https://t.co/LaUWifRYV1	N P ^ V P V , ^ U P @ # U	Flights to Kathmandu put on hold - NewsroomPost https://t.co/oR6uKuOhOf via @sharethis  #IndiaWithNepal https://t.co/LaUWifRYV1
Magnitude- 7.9 quake strikes Kathmandu , toppling homes , famed ancient temples - The Japan Times http://t.co/MxOk5tyHqj	N $ N V ^ , V N , A A N , D ^ N U	Magnitude-7.9 quake strikes Kathmandu, toppling homes, famed ancient temples - The Japan Times http://t.co/MxOk5tyHqj
CARE in Kathmandu : " Walls are broken down , ppl are traumatised . Strong aftershocks . " #NepalQuake http://t.co/Bikk0PV61U Spokesppl available	V P ^ , , N V V T , N V A , A N , , # U ^ A	CARE in Kathmandu: "Walls are broken down, ppl are traumatised. Strong aftershocks." #NepalQuake http://t.co/Bikk0PV61U Spokesppl available
my home town is in piles of rubble , my beloved patan is in chaos #PrayForNepal #UniteToHelpNepal #Nepa	D N N V P N P N , D A ^ V P N # # #	my home town is in piles of rubble, my beloved patan is in chaos  #PrayForNepal #UniteToHelpNepal #Nepa
mt @emilyrauhala Nepal EQ also toppled buildings in Tibet , Chinese state media reports . No word on casualties there . http://t.co/5WCtMEQr7B	G @ ^ N R V N P ^ , A N N N , D N P N R , U	mt @emilyrauhala Nepal EQ also toppled buildings in Tibet, Chinese state media reports. No word on casualties there. http://t.co/5WCtMEQr7B
#Kolkata #Metro services suspended after #Nepal #earthquake | Business Line http://t.co/4Bg239BKx1	^ ^ N V P ^ ^ G N N U	#Kolkata #Metro services suspended after #Nepal #earthquake | Business Line http://t.co/4Bg239BKx1
Nepal facing problems due to network failure , says former PM Chand | Business Standard News : http://t.co/6mmVFs4f1P #IndiaWithNepal	^ V N P P N N , V A N ^ G N N N , U #	Nepal facing problems due to network failure, says former PM Chand | Business Standard News: http://t.co/6mmVFs4f1P  #IndiaWithNepal
Some buildings collapse in Nepal capital after 7.7 quake - witnesses http://t.co/V2hAB1XHqQ	D N N P ^ N P $ N , N U	Some buildings collapse in Nepal capital after 7.7 quake - witnesses http://t.co/V2hAB1XHqQ
#earthquake destroyed the heritage of #Nepal http://t.co/sLNM0L6M02	^ V D N P ^ U	#earthquake destroyed the heritage of #Nepal http://t.co/sLNM0L6M02
#NepalEarthquake #Darjeeling buildings damaged . #Landslides in #Sikkim http://t.co/N69Jgik0Ug	# # N V , N P ^ U	#NepalEarthquake #Darjeeling buildings damaged. #Landslides in #Sikkim http://t.co/N69Jgik0Ug
OMG NO https://t.co/qYeri01kvB	! ! U	OMG NO https://t.co/qYeri01kvB
Scary stories . https://t.co/LuYzkDrQC6	A N , U	Scary stories.  https://t.co/LuYzkDrQC6
Sad , is an understatement . https://t.co/yA6YT3r97h	A , V D N , U	Sad, is an understatement.  https://t.co/yA6YT3r97h
Sad : 17th Century Temple in Bhaktapur in Ruins Today http://t.co/bh99cFoi0D	A , A N ^ P ^ P N N U	Sad: 17th Century Temple in Bhaktapur in Ruins Today http://t.co/bh99cFoi0D
Nepal Earthquake http://t.co/MMgnW8US0e	^ N U	Nepal Earthquake http://t.co/MMgnW8US0e
Searching through rubble at Patan Durbar Square after #kathmanduearthquake https://t.co/Ro2RjFWAqO	V P N P ^ ^ ^ P # U	Searching through rubble at Patan Durbar Square after #kathmanduearthquake  https://t.co/Ro2RjFWAqO
Rt @kundadixit : Garuda and King Bhupatindra Malla figures knocked off pedestal now inside Patan Museum . #Nepalquake http://t.co/5NBNK7D7w4	~ @ ~ ^ & ^ ^ ^ N V T N R P ^ ^ , # U	Rt @kundadixit: Garuda and King Bhupatindra Malla figures knocked off pedestal now inside Patan Museum. #Nepalquake http://t.co/5NBNK7D7w4
Little more about #earthquake in #Nepal http://t.co/PLdDVpZz2d	A A P ^ P ^ U	Little more about #earthquake in #Nepal http://t.co/PLdDVpZz2d
Magnificent then , ruined now RT @rebiccamck : 17th century Vatsala Durga temple in #Bhaktapur in 2014 #Nepal http://t.co/uefdonLQP0	A R , V R ~ @ ~ A N P ^ ^ P ^ P $ # U	Magnificent then, ruined now RT @rebiccamck: 17th century Vatsala Durga temple in #Bhaktapur in 2014 #Nepal http://t.co/uefdonLQP0
Photo : House in Nepal destroyed by earthquake - @ish_aana http://t.co/P1A9FJ3KhY	N , N P ^ V P N , @ U	Photo: House in Nepal destroyed by earthquake - @ish_aana http://t.co/P1A9FJ3KhY
#The Kathmandu hotel where the pilgrims from Guwahati were lodged was badly damaged @NewIndianXpress @PrabhuChawla	# ^ N R D N P ^ V V V R V @ @	#The Kathmandu hotel where the pilgrims from Guwahati were lodged was badly damaged @NewIndianXpress @PrabhuChawla
Damage reported at Kathmanduï¿½Ûªs Bodnath stupa . #NepalQuake http://t.co/pLyKpqgqkU via @zigoraldama	N V P ^ ^ ^ , # U P @	Damage reported at Kathmanduï¿½Ûªs Bodnath stupa. #NepalQuake http://t.co/pLyKpqgqkU via @zigoraldama
Awful , awful , awful . RT @reportedly Damage reported at Kathmanduï¿½Ûªs Bodnath stupa . #NepalQuake http://t.co/fXTdH9R68h via @zigoraldama	A , A , A , ~ @ N V P ^ ^ ^ , # U P @	Awful, awful, awful. RT @reportedly Damage reported at Kathmanduï¿½Ûªs Bodnath stupa. #NepalQuake http://t.co/fXTdH9R68h via @zigoraldama
Wow RT @cctvnews : Kathmanduï¿½Ûªs Patan Durbar Square before and after the #NepalEarthquake http://t.co/27T09CajXo	! ~ @ ~ ^ ^ ^ ^ P & P D ^ U	Wow RT @cctvnews: Kathmanduï¿½Ûªs Patan Durbar Square before and after the #NepalEarthquake http://t.co/27T09CajXo
News from Nepal coming in . Our Area Welfare Centre in Gorkha has significant damage but all staff are well . #keepsafe	N P ^ V P , D ^ ^ ^ P ^ V A N & D N V ! , #	News from Nepal coming in. Our Area Welfare Centre in Gorkha has significant damage but all staff are well.  #keepsafe
The building on right is now leaning precariously on its neighbour . Impending disaster . #Thamer #Kathmandu #Nepal http://t.co/tQk957cWuY	D N P R V R V R P L N , A N , # # # U	The building on right is now leaning precariously on its neighbour. Impending disaster. #Thamer #Kathmandu #Nepal http://t.co/tQk957cWuY
Heartbreaking . https://t.co/RBnvpMfnNd	A , U	Heartbreaking.  https://t.co/RBnvpMfnNd
#NepalEarthquake collapsed the monument building , See photo , http://t.co/wi0EeecKGe	# V D N N , V N , U	#NepalEarthquake collapsed the monument building, See photo, http://t.co/wi0EeecKGe
Car in broken roads in #NepalEarthquake . See priceless photo on http://t.co/mbrsztDt2E	N P A N P ^ , V A N P U	Car in broken roads in #NepalEarthquake . See priceless photo on http://t.co/mbrsztDt2E
#Katmandu's secret Grdn of Dreams ' split marble , rubaiyat stanzas sums #NepalEarthquake , life http://t.co/pedU1Njg3T http://t.co/8XK6IPJJw1	# A N P N , N N , ^ ^ V ^ , N U U	#Katmandu's secret Grdn of Dreams' split marble, rubaiyat stanzas sums #NepalEarthquake,life  http://t.co/pedU1Njg3T http://t.co/8XK6IPJJw1
Ohhh .... man .. :-( https://t.co/oBpPG8yyhW	! , N , E U	Ohhh....man..:-( https://t.co/oBpPG8yyhW
Epic !!! https://t.co/QgEMBXX1F7	A , U	Epic !!! https://t.co/QgEMBXX1F7
Many #UNESCO World Heritage sites destroyed in #Nepal #NepalEarthquake #NepalQuake #earthquake http://t.co/I1FhICty9f	A ^ ^ ^ N V P ^ # # # U	Many #UNESCO World Heritage sites destroyed in #Nepal #NepalEarthquake #NepalQuake #earthquake http://t.co/I1FhICty9f
Hopefully not to be replaced by some cold-hearted modern structure . #NepalEarthquake https://t.co/enaIiwBS46	R R P V V P D A A N , # U	Hopefully not to be replaced by some cold-hearted modern structure. #NepalEarthquake https://t.co/enaIiwBS46
